"Region, subregion, country or area","Location code of origin","Origin Latitude","Origin Longitude","Total Population (2000)","Total Population (2005)","Total Population (2010)","Total Population (2015)","Total Population (2020)","Destination","Location code of destination","Destination Latitude","Destination Longitude","Total Migrants (2000)","Total Migrants (2005)","Total Migrants (2010)","Total Migrants (2015)","Total Migrants (2020)","Total Migrants (2000-2020)","Proportion of Emigration per Population (%) (2000)","Proportion of Emigration per Population (%) (2005)","Proportion of Emigration per Population (%) (2010)","Proportion of Emigration per Population (%) (2015)","Proportion of Emigration per Population (%) (2020)","Number of Emigration per Population ( '000s) (2000)","Number of Emigration per Population ( '000s) (2005)","Number of Emigration per Population ( '000s) (2010)","Number of Emigration per Population ( '000s) (2015)","Number of Emigration per Population ( '000s) (2020)"
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Luxembourg","442",49.815273,6.129583,166,144,124,189,891,1514,0.00021293456111743338,0.00016693474764161196,0.00013102739212166105,0.00018343928569712728,0.0007941815142584951,0.0021293456111743337,0.0016693474764161197,0.0013102739212166104,0.0018343928569712726,0.007941815142584952
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"Luxembourg","442",49.815273,6.129583,0,0,0,0,149,149,0,0,0,0,0.0025212064768271513,0,0,0,0,0.025212064768271515
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Luxembourg","442",49.815273,6.129583,153,132,114,173,644,1216,0.0002426006677416889,0.00020054280251881757,0.0001669828379286986,0.00024610780856403107,0.0009010059703677605,0.0024260066774168887,0.002005428025188176,0.0016698283792869859,0.0024610780856403106,0.009010059703677603
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Luxembourg","442",49.815273,6.129583,63,54,47,71,570,805,0.00007974568266367592,0.00006494904897452969,0.000053768969063074113,0.00007701369275254943,0.0005897648788496192,0.0007974568266367591,0.0006494904897452969,0.0005376896906307411,0.0007701369275254943,0.005897648788496191
"Brunei Darussalam","096",4.535277,114.727669,333926,366717,396053,421437,441725,"Netherlands","528",52.132633,5.291266,545,578,559,610,633,2925,0.16320981295257034,0.15761472743287058,0.14114272584729823,0.14474286785450732,0.14330182806044484,1.6320981295257033,1.576147274328706,1.4114272584729821,1.4474286785450732,1.4330182806044485
"Cambodia","116",12.565679,104.990963,12118841,13246583,14363532,15417523,16396860,"Netherlands","528",52.132633,5.291266,522,631,676,733,821,3383,0.004307342591589411,0.004763492592769018,0.004706363309525818,0.0047543305108090315,0.00500705622905849,0.0430734259158941,0.04763492592769018,0.04706363309525819,0.04754330510809032,0.0500705622905849
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Netherlands","528",52.132633,5.291266,166679,154880,140262,125118,118098,705037,0.07786103376669899,0.0676907858330318,0.05748061625407099,0.048290960155963146,0.04344106593601063,0.7786103376669898,0.676907858330318,0.5748061625407099,0.48290960155963153,0.43441065936010637
"Lao People's Democratic Republic","418",19.85627,102.495496,5430853,5852970,6323418,6787419,7319399,"Netherlands","528",52.132633,5.291266,109,133,163,200,220,825,0.002007051194351974,0.0022723506185748435,0.0025777198344313157,0.0029466281660230492,0.003005711261266123,0.020070511943519737,0.02272350618574843,0.025777198344313156,0.029466281660230496,0.030057112612661228
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Netherlands","528",52.132633,5.291266,2716,3067,3462,3555,4081,16881,0.011836924143010614,0.01183094775342376,0.012055269965443996,0.011442335153045498,0.012292171266421653,0.11836924143010613,0.11830947753423761,0.12055269965443997,0.11442335153045498,0.12292171266421652
"Myanmar","104",21.913965,95.956223,45538332,47724471,49390988,51483949,53423198,"Netherlands","528",52.132633,5.291266,171,359,696,1110,1262,3598,0.00037550782492428575,0.0007522346345127639,0.001409163955173361,0.002156011769804216,0.002362269664200934,0.0037550782492428575,0.007522346345127639,0.014091639551733608,0.02156011769804216,0.02362269664200934
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Netherlands","528",52.132633,5.291266,6671,8609,10580,12403,15455,53718,0.008557147332616855,0.009980147516990537,0.011179595231025595,0.012038081801595078,0.013775617623866488,0.08557147332616856,0.09980147516990537,0.11179595231025596,0.12038081801595077,0.1377561762386649
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"Netherlands","528",52.132633,5.291266,2603,2885,3123,3546,4280,16437,0.064214493677475,0.06640370645464742,0.06048117685563727,0.06276086200079363,0.07242123302563898,0.6421449367747499,0.6640370645464743,0.6048117685563725,0.6276086200079363,0.7242123302563899
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Netherlands","528",52.132633,5.291266,5917,9704,11998,13798,15753,57170,0.009382144777957995,0.014742934512443986,0.01757421131112742,0.01962887596859249,0.02203966933416666,0.09382144777957994,0.14742934512443984,0.1757421131112742,0.1962887596859249,0.2203966933416666
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Netherlands","528",52.132633,5.291266,10560,12081,12119,12522,14712,61994,0.013366895379816156,0.014530545567801725,0.013864385873944576,0.013582612121794702,0.015222141925676485,0.13366895379816154,0.14530545567801725,0.13864385873944576,0.13582612121794704,0.15222141925676486
"Brunei Darussalam","096",4.535277,114.727669,333926,366717,396053,421437,441725,"Switzerland","756",46.818188,8.227512,32,39,43,54,54,222,0.009582961494462845,0.010634903754121025,0.010857132757484478,0.012813303055972778,0.012224800498047427,0.09582961494462845,0.10634903754121025,0.10857132757484478,0.12813303055972777,0.12224800498047426
"Cambodia","116",12.565679,104.990963,12118841,13246583,14363532,15417523,16396860,"Switzerland","756",46.818188,8.227512,1803,1988,2381,2393,2533,11098,0.014877660330719746,0.015007643858042484,0.016576702721865344,0.015521300016870415,0.015448079693307134,0.14877660330719744,0.15007643858042485,0.16576702721865347,0.15521300016870415,0.15448079693307132
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Switzerland","756",46.818188,8.227512,2504,2780,3306,3518,3782,15890,0.0011696976136874727,0.0012150076486042638,0.001354828230995984,0.0013578190014920184,0.0013911676012294215,0.011696976136874726,0.01215007648604264,0.013548282309959839,0.013578190014920185,0.013911676012294216
"Lao People's Democratic Republic","418",19.85627,102.495496,5430853,5852970,6323418,6787419,7319399,"Switzerland","756",46.818188,8.227512,720,796,951,961,1013,4441,0.013257585870948819,0.013599933025455454,0.015039334739534853,0.014158548337740752,0.013839934125739011,0.13257585870948818,0.13599933025455452,0.15039334739534854,0.14158548337740753,0.13839934125739012
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Switzerland","756",46.818188,8.227512,1609,1802,2124,2260,2507,10302,0.007012375164250397,0.006951212211173661,0.007396127500463041,0.007274170870853115,0.007551206411398942,0.07012375164250396,0.0695121221117366,0.07396127500463041,0.07274170870853115,0.07551206411398942
"Myanmar","104",21.913965,95.956223,45538332,47724471,49390988,51483949,53423198,"Switzerland","756",46.818188,8.227512,157,184,208,281,387,1217,0.0003447644942287302,0.000385546442201528,0.0004211294578679009,0.0005458011777612475,0.0007244044057414908,0.0034476449422873017,0.00385546442201528,0.004211294578679009,0.005458011777612475,0.007244044057414909
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Switzerland","756",46.818188,8.227512,9117,10167,12032,12997,14455,58768,0.011694725263299037,0.01178628874494631,0.012713883725869561,0.012614605270928905,0.01288428034635976,0.11694725263299037,0.11786288744946312,0.12713883725869563,0.12614605270928905,0.1288428034635976
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"Switzerland","756",46.818188,8.227512,1241,1400,1639,1849,2352,8481,0.03061474708173126,0.03222363571456027,0.03174148218584357,0.03272555945839464,0.03979783646642591,0.30614747081731264,0.3222363571456027,0.31741482185843567,0.32725559458394643,0.39797836466425907
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Switzerland","756",46.818188,8.227512,13518,15115,17839,19065,20958,86495,0.021434482526353923,0.02296367015206006,0.026129884612368894,0.02712164953915175,0.029321868209576902,0.21434482526353923,0.22963670152060062,0.261298846123689,0.2712164953915175,0.29321868209576896
"Timor-Leste","626",-8.874217,125.727539,878360,969313,1088486,1205813,1299995,"Switzerland","756",46.818188,8.227512,0,0,0,14,18,32,0,0,0,0.0011610423838522225,0.0013846207100796542,0,0,0,0.011610423838522224,0.013846207100796542
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Switzerland","756",46.818188,8.227512,8220,9147,10847,11272,12263,51749,0.010404912880879622,0.011001647240185613,0.012409191647386486,0.012226737249390664,0.012688222297075228,0.1040491288087962,0.11001647240185612,0.12409191647386487,0.12226737249390664,0.12688222297075227
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Aruba","533",12.52111,-69.968338,754,863,955,1004,1121,4697,0.000967184693268342,0.0010004492167688273,0.0010091222538402122,0.0009744605441265385,0.0009991890880850427,0.00967184693268342,0.010004492167688273,0.010091222538402122,0.009744605441265385,0.009991890880850427
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Bahamas","044",25.03428,-77.39628,6,18,30,33,34,121,0.000002802789809155286,0.000007866955998157104,0.000012294267068929076,0.000012736789951460093,0.000012506530524008546,0.000028027898091552858,0.00007866955998157104,0.00012294267068929074,0.00012736789951460094,0.00012506530524008548
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Bahamas","044",25.03428,-77.39628,143,587,1031,1117,1196,4074,0.000183431579757789,0.0006804909504557377,0.0010894293651405851,0.001084135884252334,0.0010660393838980474,0.00183431579757789,0.006804909504557376,0.01089429365140585,0.010841358842523342,0.010660393838980474
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Cayman Islands","136",19.513469,-80.566956,19,18,18,18,19,92,0.0000828061703671582,0.00006943497214268918,0.00006267904661409357,0.00005793587419263543,0.00005722892772899079,0.000828061703671582,0.0006943497214268918,0.0006267904661409358,0.0005793587419263543,0.0005722892772899079
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Cayman Islands","136",19.513469,-80.566956,111,879,1730,1885,2104,6709,0.00014238395351828375,0.0010189975220623398,0.0018280434546005936,0.0018295399658152642,0.001875373631874157,0.0014238395351828376,0.010189975220623397,0.018280434546005937,0.01829539965815264,0.018753736318741568
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Cayman Islands","136",19.513469,-80.566956,56,51,51,55,60,273,0.00008879501564401685,0.00007748244642772499,0.00007470284854704936,0.00007824236688451855,0.0000839446556243255,0.0008879501564401684,0.0007748244642772498,0.0007470284854704937,0.0007824236688451855,0.000839446556243255
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Curaçao","531",12.16957,-68.990021,0,0,169,182,211,562,0,0,0.00006925770448830045,0.00007024532639896173,0.0000776140570754648,0,0,0.0006925770448830045,0.0007024532639896173,0.0007761405707546482
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Puerto Rico","630",18.220833,-66.590149,306,239,143,140,60,888,0.0003925179259152687,0.00027706531032184207,0.00015110416994675426,0.00013588095236824243,0.00005348023665040372,0.003925179259152687,0.002770653103218421,0.0015110416994675428,0.0013588095236824241,0.0005348023665040371
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Puerto Rico","630",18.220833,-66.590149,39,30,18,18,7,112,0.0000618393858949403,0.000045577909663367636,0.000026365711251899776,0.000025606592798569704,0.000009793543156171308,0.000618393858949403,0.00045577909663367634,0.0002636571125189978,0.00025606592798569706,0.00009793543156171309
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Puerto Rico","630",18.220833,-66.590149,138,108,65,64,27,402,0.000174681019168052,0.00012989809794905938,0.00007436134019361314,0.00006942079346708682,0.000027936231103403014,0.00174681019168052,0.0012989809794905938,0.0007436134019361314,0.0006942079346708681,0.0002793623110340301
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Sint Maarten (Dutch part)","534",18.075277,-63.060001,0,28,57,60,62,207,0,0.000012237487108244385,0.00002335910743096524,0.000023157799911745625,0.000022806026249662645,0,0.00012237487108244385,0.0002335910743096524,0.00023157799911745623,0.00022806026249662647
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Trinidad and Tobago","780",10.691803,-61.222503,184,197,334,346,383,1444,0.00023602385087715506,0.0002283760089263719,0.0003529286207147967,0.00033582006799579917,0.00034138217728507707,0.0023602385087715507,0.0022837600892637194,0.003529286207147967,0.0033582006799579914,0.0034138217728507704
"Myanmar","104",21.913965,95.956223,45538332,47724471,49390988,51483949,53423198,"Panama","591",8.537981,-80.782127,44,58,85,98,117,402,0.00009662189647174606,0.00012153094373743818,0.00017209617268640183,0.00019035058868541727,0.00021900598313114838,0.0009662189647174603,0.0012153094373743819,0.0017209617268640182,0.0019035058868541728,0.002190059831311484
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Panama","591",8.537981,-80.782127,97,96,116,135,161,605,0.000045311768581343785,0.000041957098656837885,0.00004753783266652575,0.00005210504980142765,0.00005922210042251106,0.0004531176858134379,0.0004195709865683789,0.00047537832666525755,0.0005210504980142765,0.0005922210042251107
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Panama","591",8.537981,-80.782127,24,22,25,28,33,132,0.00010459726783219983,0.00008486496595217566,0.0000870542314084633,0.00009012247096632178,0.00009939761131877347,0.0010459726783219982,0.0008486496595217566,0.000870542314084633,0.0009012247096632178,0.0009939761131877347
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Panama","591",8.537981,-80.782127,444,822,1368,1601,1923,6158,0.000569535814073135,0.0009529191844542017,0.0014455280034067122,0.0015538957481539722,0.001714041584645439,0.00569535814073135,0.009529191844542016,0.014455280034067122,0.015538957481539722,0.017140415846454392
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"Panama","591",8.537981,-80.782127,20,27,40,46,55,188,0.0004933883494235498,0.0006214558316379481,0.0007746548428515819,0.0008141566982618461,0.0009306466860771364,0.004933883494235497,0.006214558316379482,0.007746548428515819,0.008141566982618462,0.009306466860771365
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Panama","591",8.537981,-80.782127,8,27,51,59,69,214,0.000010126435893800117,0.000032474524487264845,0.000058345051536527234,0.00006399729397747065,0.00007139259059758547,0.00010126435893800116,0.00032474524487264845,0.0005834505153652723,0.0006399729397747066,0.0007139259059758547
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Panama","591",8.537981,-80.782127,4,57,123,144,171,499,0.000006342501117429776,0.00008659802836039852,0.00018016569355464848,0.00020485274238855763,0.00023924226852932768,0.00006342501117429774,0.000865980283603985,0.0018016569355464847,0.0020485274238855765,0.002392422685293277
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Bermuda","060",32.321384,-64.75737,19,33,49,42,48,191,0.0000828061703671582,0.00012729744892826347,0.00017062629356058806,0.00013518370644948266,0.0001445783437363978,0.000828061703671582,0.0012729744892826349,0.0017062629356058806,0.0013518370644948268,0.0014457834373639777
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Bermuda","060",32.321384,-64.75737,345,708,1126,1302,1782,5263,0.0004425447203946658,0.0008207625092379255,0.001189813254266051,0.0012636928570246544,0.0015883630285169902,0.004425447203946657,0.008207625092379255,0.01189813254266051,0.012636928570246545,0.015883630285169904
"Brunei Darussalam","096",4.535277,114.727669,333926,366717,396053,421437,441725,"Canada","124",56.130366,-106.346771,4338,4018,3945,4457,4828,21586,1.2990902175931194,1.0956677765143148,0.9960788076343317,1.0575720688976051,1.0929877186032033,12.990902175931195,10.95667776514315,9.960788076343318,10.57572068897605,10.929877186032034
"Myanmar","104",21.913965,95.956223,45538332,47724471,49390988,51483949,53423198,"Canada","124",56.130366,-106.346771,3724,5703,8080,8164,8845,34516,0.008177725965017778,0.011949844347148447,0.016359259709483844,0.01585736944926272,0.016556477955512884,0.08177725965017779,0.11949844347148447,0.16359259709483845,0.1585736944926272,0.16556477955512885
"Cambodia","116",12.565679,104.990963,12118841,13246583,14363532,15417523,16396860,"Canada","124",56.130366,-106.346771,18784,20565,23755,23177,25111,111392,0.1549983203839377,0.15524758347114875,0.16538411304406186,0.1503289471337257,0.15314517535674513,1.549983203839377,1.5524758347114873,1.6538411304406186,1.503289471337257,1.5314517535674512
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Canada","124",56.130366,-106.346771,10356,12039,13520,14192,15377,65484,0.004837615210602024,0.005261682403434077,0.005540616359064036,0.005477591605791565,0.005656262349049396,0.04837615210602023,0.052616824034340766,0.05540616359064036,0.05477591605791565,0.05656262349049396
"Lao People's Democratic Republic","418",19.85627,102.495496,5430853,5852970,6323418,6787419,7319399,"Canada","124",56.130366,-106.346771,14178,13739,14305,14386,15587,72195,0.26106396177543384,0.234735527433081,0.22622259037754583,0.21195096398203794,0.2129546428607048,2.610639617754338,2.34735527433081,2.2622259037754584,2.1195096398203797,2.129546428607048
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Canada","124",56.130366,-106.346771,21280,21513,22365,23644,25618,114420,0.09274291081121719,0.08298636420587067,0.07787871541801127,0.07610198941170401,0.07716266687164663,0.9274291081121718,0.8298636420587068,0.7787871541801127,0.7610198941170401,0.7716266687164662
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Canada","124",56.130366,-106.346771,236877,351848,454340,584697,633547,2261309,0.30385120502297747,0.40788650755698536,0.48008859142383453,0.5674941800489589,0.5647040581525553,3.038512050229775,4.078865075569853,4.8008859142383455,5.674941800489589,5.6470405815255535
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"Canada","124",56.130366,-106.346771,9543,10381,11000,11742,12721,55387,0.23542025092744673,0.23893825882346445,0.213030081784185,0.2078223467606652,0.2152501180652228,2.3542025092744674,2.3893825882346444,2.1303008178418503,2.078223467606652,2.152501180652228
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Canada","124",56.130366,-106.346771,148701,151603,165125,168212,182265,815906,0.1882263929804964,0.1823420494756597,0.18890640460723646,0.18245953922946262,0.1885850800763611,1.882263929804964,1.823420494756597,1.8890640460723644,1.824595392294626,1.885850800763611
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Canada","124",56.130366,-106.346771,8687,11281,13360,14982,16232,64542,0.013774326801778113,0.017138813297081678,0.0195692167958545,0.02131322073934285,0.022709827501567525,0.13774326801778114,0.17138813297081676,0.19569216795854502,0.21313220739342853,0.22709827501567525
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Greenland","304",71.706936,-42.604303,6,9,50,130,127,322,0.000007696429919907231,0.000010433421727600748,0.000052833625855508484,0.00012617517005622511,0.00011319983424335452,0.0000769642991990723,0.00010433421727600748,0.0005283362585550849,0.001261751700562251,0.0011319983424335452
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Greenland","304",71.706936,-42.604303,35,62,126,157,153,533,0.000055496884777510526,0.00009419434663762645,0.00018455997876329846,0.00022334639274308022,0.00021405887184203006,0.0005549688477751053,0.0009419434663762644,0.0018455997876329843,0.0022334639274308025,0.0021405887184203004
"Cambodia","116",12.565679,104.990963,12118841,13246583,14363532,15417523,16396860,"United States of America","840",37.09024,-95.712891,140456,147478,159212,181502,154891,783539,1.1589887184756364,1.1133286221812826,1.1084460284559536,1.177244879089851,0.9446381807248461,11.589887184756364,11.133286221812824,11.084460284559537,11.772448790898512,9.44638180724846
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"United States of America","840",37.09024,-95.712891,74394,83425,95254,104522,105617,463212,0.03475179084371639,0.036461155785903136,0.039035937179459,0.0403416593729246,0.038850065716300314,0.3475179084371639,0.3646115578590314,0.39035937179459,0.40341659372924604,0.3885006571630032
"Lao People's Democratic Republic","418",19.85627,102.495496,5430853,5852970,6323418,6787419,7319399,"United States of America","840",37.09024,-95.712891,209471,204193,205051,213777,173275,1005767,3.8570552360743333,3.4887074425462625,3.2427241090182557,3.149606647239547,2.367339176344943,38.57055236074333,34.88707442546263,32.427241090182555,31.496066472395473,23.67339176344943
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"United States of America","840",37.09024,-95.712891,50714,55746,62621,71903,73947,314931,0.22102274336842426,0.21504010872590837,0.2180569210011752,0.23143128678183694,0.2227319746724043,2.2102274336842425,2.150401087259084,2.180569210011752,2.3143128678183698,2.2273197467240426
"Myanmar","104",21.913965,95.956223,45538332,47724471,49390988,51483949,53423198,"United States of America","840",37.09024,-95.712891,33415,49239,66988,134424,156410,440476,0.0733777425137135,0.10317348514978825,0.13562798136372572,0.2610988523821279,0.2927754343721617,0.733777425137135,1.0317348514978826,1.3562798136372571,2.6109885238212787,2.927754343721617
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"United States of America","840",37.09024,-95.712891,1403834,1596459,1843117,1982369,2061178,8886957,1.8007516666971743,1.8507255575359736,1.9475710797185446,1.9240441976091454,1.8372047869767638,18.007516666971746,18.507255575359736,19.475710797185446,19.240441976091454,18.372047869767638
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"United States of America","840",37.09024,-95.712891,21289,24653,28863,36132,33505,144442,0.5251872285438974,0.5674352080507532,0.5589715682306302,0.6395023874260224,0.5669330403093537,5.251872285438975,5.674352080507532,5.589715682306302,6.3950238742602235,5.669330403093538
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"United States of America","840",37.09024,-95.712891,174112,195494,223435,267938,256642,1117621,0.27607638863948325,0.2970069290576798,0.32727903853156814,0.38116551451462055,0.35906207181230243,2.7607638863948325,2.9700692905767974,3.2727903853156817,3.8116551451462057,3.590620718123024
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"United States of America","840",37.09024,-95.712891,1013266,1106433,1236000,1300575,1403193,6059467,1.2825966490459089,1.330773538963626,1.4140094842970128,1.4107335697415067,1.4518490344695327,12.825966490459086,13.30773538963626,14.140094842970129,14.107335697415067,14.518490344695326
"Brunei Darussalam","096",4.535277,114.727669,333926,366717,396053,421437,441725,"Australia","036",-25.274398,133.775136,2100,2570,3040,2890,3294,13894,0.6288818480741242,0.7008128884125906,0.7675740368082049,0.6857489968844691,0.7457128303808931,6.288818480741242,7.008128884125907,7.6757403680820495,6.857489968844691,7.457128303808931
"Myanmar","104",21.913965,95.956223,45538332,47724471,49390988,51483949,53423198,"Australia","036",-25.274398,133.775136,12100,13328,23260,32160,38215,119063,0.026571021529730163,0.027926972726423725,0.04709361149042007,0.06246607073594918,0.07153259525946014,0.2657102152973016,0.27926972726423727,0.4709361149042008,0.6246607073594918,0.7153259525946014
"Cambodia","116",12.565679,104.990963,12118841,13246583,14363532,15417523,16396860,"Australia","036",-25.274398,133.775136,24970,27606,31720,34420,38969,157685,0.20604280557852023,0.20840091365448735,0.22083704760082687,0.2232524640955619,0.2376613571134961,2.0604280557852026,2.0840091365448736,2.2083704760082687,2.2325246409556194,2.376613571134961
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Australia","036",-25.274398,133.775136,58650,60240,71170,77000,88852,355912,0.02739727038449292,0.026328079407165778,0.02916609957652274,0.029719176553406883,0.03268324265056492,0.27397270384492917,0.2632807940716578,0.2916609957652274,0.29719176553406884,0.3268324265056493
"Lao People's Democratic Republic","418",19.85627,102.495496,5430853,5852970,6323418,6787419,7319399,"Australia","036",-25.274398,133.775136,10450,10599,11110,11030,11912,55101,0.19241912826585436,0.18108755042311853,0.17569611877626942,0.16250654335617118,0.16274560247364572,1.9241912826585437,1.810875504231185,1.7569611877626943,1.6250654335617118,1.6274560247364571
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Australia","036",-25.274398,133.775136,84650,101373,129880,143420,177286,636609,0.36892328008315484,0.39104619061226836,0.4522641430132485,0.4616201709282096,0.5339940884927296,3.6892328008315483,3.9104619061226833,4.522641430132485,4.616201709282096,5.3399408849272945
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Australia","036",-25.274398,133.775136,112180,134557,183770,241130,286303,957940,0.1438975847358655,0.1559877697111971,0.1941847084693359,0.23403552888967358,0.2551925365620089,1.4389758473586551,1.559877697111971,1.9418470846933589,2.340355288896735,2.551925365620089
"Timor-Leste","626",-8.874217,125.727539,878360,969313,1088486,1205813,1299995,"Australia","036",-25.274398,133.775136,0,10709,10580,10000,10555,41844,0,1.1048030924995333,0.9719922902086016,0.8293159884658733,0.8119261997161528,0,11.048030924995333,9.719922902086015,8.293159884658731,8.119261997161528
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"Australia","036",-25.274398,133.775136,34240,43063,53550,59480,65909,256242,0.8446808542131171,0.9911760176972209,1.0370691708675555,1.0527400089698828,1.1152362260483268,8.446808542131171,9.911760176972209,10.370691708675553,10.52740008969883,11.15236226048327
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Australia","036",-25.274398,133.775136,163700,174411,203770,235590,269812,1047283,0.2072121944768849,0.20977460334623516,0.23311708140388537,0.25554444895173406,0.27916779209153236,2.072121944768849,2.0977460334623514,2.3311708140388534,2.555444489517341,2.7916779209153235
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Australia","036",-25.274398,133.775136,23040,31545,51570,66400,82292,254847,0.036532806436395504,0.047925172011031074,0.07553776273669285,0.09445987565694604,0.11513289334394991,0.36532806436395504,0.4792517201103107,0.7553776273669286,0.9445987565694604,1.151328933439499
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"New Zealand","554",-40.900557,174.885971,9860,14617,26902,38756,70412,160547,0.012647799835047548,0.016945036154704458,0.028426604055297785,0.037615729928454314,0.06276084038380378,0.1264779983504755,0.1694503615470446,0.2842660405529779,0.3761572992845431,0.6276084038380377
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"New Zealand","554",-40.900557,174.885971,11151,13911,15575,16991,21317,78945,0.048598505566535846,0.05366166097094162,0.05423478616747263,0.05468824657817048,0.06420784486309981,0.48598505566535843,0.5366166097094162,0.5423478616747264,0.5468824657817047,0.6420784486309982
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"New Zealand","554",-40.900557,174.885971,5014,5890,7012,8023,11205,37144,0.007950325150698224,0.008948462930574512,0.010270909294351179,0.011413427445718043,0.01567666443784279,0.07950325150698223,0.08948462930574512,0.1027090929435118,0.11413427445718043,0.15676664437842788
"Cambodia","116",12.565679,104.990963,12118841,13246583,14363532,15417523,16396860,"New Zealand","554",-40.900557,174.885971,4643,5600,6263,6826,7931,31263,0.03831224454549738,0.042275053121246436,0.04360348137213048,0.044274297499021086,0.04836901699471728,0.38312244545497376,0.42275053121246436,0.43603481372130476,0.4427429749902108,0.4836901699471728
